Code,Name,Branch No.,Branch Name,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS,Year
6732,"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",673237210,Electronics and Telecommunication Engg,53091,137403,248501,38773,97120,65161,168979,139160,248501,149100,238560,137009,238560,99400,91703,112232,153655,145454,159040,129221,168979,139160,258440,72170,2019
6732,"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",673261210,Mechanical Engineering,35638,104708,138826,58665,62269,70162,98036,104925,132848,77664,138909,93521,13192,57878,94194,99472,93458,91512,101914,84289,86392,71730,85218,49238,2019
6755,"JSPM Narhe Technical Campus, Pune",675519110,Civil Engineering,38502,92822,104401,61679,83546,87231,87095,63965,96113,44149,98962,78941,102162,45690,66544,53413,75817,69590,68081,52381,75576,63792,105506,45766,2019
6755,"JSPM Narhe Technical Campus, Pune",675524510,Computer Engineering,11173,31841,107005,34850,26677,25434,26252,48793,37906,30344,39649,46550,87026,15162,5732,21486,18172,40792,52399,19710,37496,21227,56635,13891,2019
6755,"JSPM Narhe Technical Campus, Pune",675537210, Electronics and Telecommunication Engg,41067,131878,155747,58365,80733,70248,110466,86089,153731,92239,147582,98376,147582,61492,84840,79735,105964,92239,98388,101576,104538,86089,159881,73792,2019
6755,"JSPM Narhe Technical Campus, Pune",675561210,Mechanical Engineering,28575,85486,102969,64681,73499,51420,69092,57963,99953,70851,99579,91332,92315,40718,52683,49794,99872,53517,71015,53419,72017,55459,105924,42604,2019
6755,"JSPM Narhe Technical Campus, Pune",675561220,Mechanical Engineering [Second Shift],42798,110975,133745,68839,73995,64302,90467,75596,133745,80247,128395,94393,104456,53497,88199,71703,93569,80139,105936,78386,90415,81692,139094,80102,2019
6769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune",676919110,Civil Engineering,28756,63927,251336,49897,68343,31065,63705,6641,188151,25848,84175,157491,315291,17232,135757,7125,107204,25848,135228,65657,88490,28750,200135,121269,2019
6769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune",676924510,Computer Engineering,29518,75277,83559,37644,35905,38997,48220,73372,93195,55917,89468,73566,94490,37278,38259,47845,55882,58196,57310,58990,83744,65339,72991,25411,2019
6769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune",676924610,Information Technology,40679,96999,112706,46354,48962,52709,70041,63138,112748,67648,108237,58341,113027,45099,53928,37854,75682,67648,110123,72628,81629,77231,117578,55490,2019
6769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune",676937210,Electronics and Telecommunication Engg,43767,132872,158182,65205,89487,73226,100124,88581,158182,94909,151854,102884,151854,63272,92466,87205,104382,94909,101236,82254,107563,88581,164509,75926,2019
6769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune",676961210,Mechanical Engineering,116055,382808,340720,60795,83768,153476,263438,127287,296901,83258,298958,197069,306815,124565,139679,123007,238740,180490,290323,76214,184624,138006,279101,136160,2019
6770," SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune",677024510, Computer Engineering,38403,87455,118648,54758,66349,75449,80564,60634,117201,71188,113902,86910,114065,47459,71340,61391,95573,75010,82864,67150,82790,73728,123394,65409,2019
6770," SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune",677024610,Information Technology,40805,99591,124586,56791,71168,75974,84597,69767,124586,74751,119602,88644,119602,49834,78214,69416,85084,74751,80029,64783,92096,69978,129569,59801,2019
6770," SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune",677029310,Electrical Engineering,18056,191391,350731,41923,76498,28797,368875,147928,252748,126417,315877,174232,32769,131613,85396,75007,192446,100102,342592,171089,63502,184260,244251,82872,2019
6770," SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune",677037210,Electronics and Telecommunication Engg,54544,179089,211748,79168,89319,102377,144976,119392,213202,127921,204673,124658,203445,85280,73863,88094,144864,127921,136449,109039,144976,119392,221729,102336,2019
6770," SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune",677061210,Mechanical Engineering,119683,353226,367733,42419,62802,200042,314962,253649,364342,71801,353025,266163,446146,147094,88306,140635,260427,198842,272123,169384,200243,205931,368101,175905,2019
6772," NBN Sinhgad Technical Institutes Campus, Pune",677224510,Computer Engineering,24347,66635,84904,27794,30142,33973,35205,42165,76690,46014,80791,63177,93385,30676,33427,34733,47099,44527,47229,43842,54396,2918,81473,35066,2019
6772," NBN Sinhgad Technical Institutes Campus, Pune",677224610,Information Technology,27572,77130,82825,34718,40853,45159,57201,74703,93598,54489,87183,68355,93983,36326,46102,37924,62122,54489,60921,82000,55840,50857,95455,48944,2019
6772," NBN Sinhgad Technical Institutes Campus, Pune",677229310,Electrical Engineering,14826,25171,38368,36107,47955,1412,76504,5496,29179,14216,12262,53810,32843,9477,49503,28443,80734,561,52495,15913,12284,16661,24638,58962,2019
6772," NBN Sinhgad Technical Institutes Campus, Pune",677237210,Electronics and Telecommunication Engg,16934,92824,63816,87178,68145,55930,61610,35534,63454,38072,60917,73468,65790,25382,69214,46682,89168,38072,40611,32996,95254,66524,65993,45751,2019
6772," NBN Sinhgad Technical Institutes Campus, Pune",677261210,Mechanical Engineering,45333,102120,236387,68214,63175,42161,149516,198782,156196,47022,82585,365082,509581,201775,116828,272925,405490,312539,180515,182967,271798,136441,513034,322244,2019
6772," NBN Sinhgad Technical Institutes Campus, Pune",677261220,Mechanical Engineering [Second Shift],39456,115011,38862,38294,85096,45436,93763,69047,111166,54515,118367,59236,33640,49320,163274,70565,117818,73979,22554,56910,37415,68600,97988,59184,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678619110,Civil Engineering,45201,110796,138469,48372,87883,87708,94365,91548,138469,85939,143608,70272,82096,55387,73558,27167,90610,77078,91676,80043,95284,77542,157932,76582,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678624510,Computer Engineering,18019,46824,86306,11529,22808,2484,40858,77579,55988,39469,52062,37217,95213,21692,23003,27330,39282,71935,63145,28200,27637,20630,56401,28596,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678637210,Electronics and Telecommunication Engg,56725,180087,214390,72525,63011,76153,145784,120057,214390,128634,205813,137209,205813,85756,95531,94339,145784,128634,137209,111482,145784,120057,222965,135376,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678660210,Automobile Engineering,34853,87434,104088,84344,29712,41375,58691,60469,96529,66633,101182,61037,119454,41635,62282,51956,86100,65159,66616,54125,82065,58289,103983,55783,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678661210,Mechanical Engineering,44276,129120,161386,46408,72302,68635,109792,58352,89755,57947,151689,84031,75130,63203,90444,105332,112532,126693,92747,53275,107359,104823,180380,71238,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678719110,Civil Engineering,43782,90480,123893,68352,87820,76809,83258,69379,123893,74106,118798,66005,112933,49557,81683,62088,94957,74335,79864,72075,84278,69379,128848,80768,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678724510,Computer Engineering,36830,98065,96024,54511,46083,66719,94971,50407,90014,54008,86414,73699,100199,36006,30490,40072,51730,88089,57609,46808,69443,84883,95556,73685,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678760210,Automobile Engineering,46993,97491,103689,41024,58768,49218,70508,59591,103689,65644,104751,61812,120125,41476,80132,55006,98213,77071,114703,53918,70508,58065,107838,69358,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678761210,Mechanical Engineering,46897,191643,238407,107016,104247,113174,159749,131887,238407,139265,229134,150713,220060,95363,96358,101459,160059,143175,153036,124762,167239,122506,245263,99583,2019
6808,"Keystone School of Engineering, Pune ",680824510,Computer Engineering,32054,89439,106474,43070,4009,51107,48954,59625,40633,63884,102215,63461,103077,42590,32294,60884,68106,58035,95272,55367,72402,59625,99171,56156,2019
6808,"Keystone School of Engineering, Pune ",680837210,Electronics and Telecommunication Engg,58132,209701,177933,87268,6517,119828,136922,139803,249647,149788,239660,159771,126414,99858,120325,101351,133544,149788,159771,129815,127094,139803,259629,109132,2019
6808,"Keystone School of Engineering, Pune ",680861210,Mechanical Engineering,50862,152331,182338,94110,85847,86468,123316,101554,181347,108808,154918,114816,105341,72539,93360,84823,94493,108808,80844,96532,139096,101554,188601,98037,2019
