Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2016,617524510,4419,14675,22525,7016,7811,9893,10303,,48883,39928,84003,19800,30568,7470,8427,8663,11375,,25040,18244,15774,15651,13627,8569
2016,617524520,,,30830,8513,9953,11978,,,60870,72581,84171,19554,34016,9044,10376,10626,12653,,,,19438,,,
2016,617524610,8266,,41242,11148,11140,,16077,,,,,26781,46635,10885,11963,12070,13675,,,18076,24569,,37308,13426
2016,617537210,8746,51992,45871,19619,18015,19990,34382,46323,87117,,,34726,53640,15637,18429,17395,28735,,29869,,26434,26199,26632,14349
2016,617537220,,59989,58505,22687,20695,23065,34412,,,,,40972,70853,19541,21609,20769,35839,,,,37905,,34273,19437
2016,617561210,4779,55012,34398,15897,11470,16989,18640,25230,37010,54906,49358,23287,21546,7754,9065,9263,11580,15005,,10926,10801,,34935,
2016,617561220,,59472,65439,22227,17419,22726,25234,,51694,,85847,26149,23876,9504,10323,9559,12319,20293,,,14052,,24232,12921
2016,617708210,22132,,39457,21080,15044,26514,30111,,,81943,,24123,68784,21976,22753,27595,41032,,80691,,62529,55840,,
2016,617719110,7479,25842,41487,14604,18893,20731,26804,,19772,16205,36872,15220,42356,10459,15129,11632,18149,,15218,11889,17273,,41823,
2016,617719120,,,49169,20164,23955,21406,33615,15229,45481,,40323,15394,46592,12300,18409,12577,20696,,,17918,19334,,,
2016,617724510,4110,21987,23332,6494,7600,7605,12008,,16951,54514,66358,17194,27796,5181,6605,6032,9604,,11648,,21545,17143,28695,
2016,617724610,7435,24435,55624,9639,11900,12404,16804,,63859,78837,24556,22620,47037,9621,12241,11072,13957,,,10635,33048,,34868,9958
2016,617737210,8968,29239,77273,15233,18293,16901,33395,18698,,70075,56985,20594,92036,13643,20273,14830,31170,22411,28308,17547,41926,25991,46476,13181
2016,617737220,,,61208,17520,21965,21999,34580,46069,,,,24617,93881,15610,22263,16423,35106,,,,,,,
2016,617750710,8343,28722,50917,17543,20965,18779,25838,,55393,,68518,17691,56485,13268,17582,14263,21648,,,,58877,,49146,20229
2016,617760610,15590,,74755,23221,53035,30011,90624,,,98160,,38906,64959,19900,30762,22814,33193,77340,40536,,34624,59676,,
2016,617761210,5111,29863,39068,20169,17561,22010,34342,8859,32279,43780,76043,14325,24831,7379,9508,7907,11876,,10760,10009,16695,10379,22977,8644
2016,617761220,,,100706,21178,20554,22554,34611,,,47751,92395,15301,33891,8381,10064,9497,12801,,,,,,,
2016,617824510,8222,24902,47869,11322,13119,13301,17701,29248,92437,95168,88666,22661,49949,11453,13771,12985,16821,23214,28760,19685,45700,,31860,14747
2016,617824520,,37913,50122,12114,14335,13969,20127,,,,35762,26451,51775,12116,14497,13203,18386,,,,47364,,41985,
2016,617824610,10032,41113,72416,15362,16891,16147,21158,39230,,,30288,31198,83122,15177,17460,16401,19881,37609,29686,21582,50118,27399,64025,16881
2016,617837210,16967,40136,,27035,30024,28867,44746,78758,,,,42406,98861,25764,31676,29687,51973,32982,39755,46457,54792,33503,96113,26077
2016,617837220,,52167,,28737,35695,,40226,,,,,43773,,29088,34991,29888,54861,,,,70153,,,
2016,617861210,8421,46927,90125,29378,29076,34248,49074,36897,64573,67049,77440,25804,49680,11988,14254,12992,17206,,20426,19617,25116,16265,37574,13803
2016,617861220,,57276,75684,33653,35561,,58339,,74884,70249,28009,33928,74820,13628,16438,14049,18910,,20416,,18979,,27815,16136
2016,618219110,18928,45279,84958,34963,57304,37765,62952,42494,79177,61376,74356,41578,77375,31414,35830,34798,50371,,42559,35879,45129,,50058,45452
2016,618224510,12344,,76017,16777,21489,,30879,,,,57570,30939,64552,18218,20167,21847,26930,,,,57831,,71614,24045
2016,618224520,,32892,77537,21930,25199,26313,34423,,,,59428,40649,81313,24923,25682,27076,29835,,,,57941,35154,87165,25782
2016,618224610,21065,,83152,28133,30010,31670,41718,45548,,,65212,27724,94280,26398,32830,32290,42589,,52874,,,,,
2016,618237210,30315,98849,,55545,63345,59821,72995,,,,,82052,,52200,65996,62161,82369,59561,,82467,83188,,,49233
2016,618261210,16409,77397,73463,77363,100502,96274,41690,69891,,98801,,34196,97338,26693,31914,28554,45450,,42421,31263,57109,30669,84673,29142
2016,618419110,44379,,,101462,75169,,,,,,,73853,,63680,68575,79327,91877,81358,,,,,,84864
2016,618424510,19410,,58589,43912,45178,53609,66741,,,,,83231,,46174,44938,47852,66694,,,,,,,52962
2016,618424610,36935,,,50908,81002,,,,,,,,,62680,70120,78834,98053,,,,,65985,,
2016,618429310,46327,,,,,,,,,,,,,81870,97576,,,,,83126,,,,
2016,618437210,46412,,,,,,,,,,,,,98390,,,,,,,,,,
2016,618461210,38410,,,,,,,,94776,,,73217,,69214,93482,78692,,,,,,,,81391
2016,618524510,14975,29770,94883,28171,32272,36015,43094,45023,60381,,,29861,80270,21918,32674,25506,46830,23738,50913,,71848,,54827,19632
2016,618524520,,30982,,30771,42362,,49618,,,,,29925,90357,25774,39977,28776,48748,,,31037,80942,,,
2016,618524610,23084,,,29823,38966,32123,65436,,,,,32633,89000,30746,44729,35398,51862,,,,61510,,66567,
2016,618529310,19231,52551,,36822,65609,43811,,44718,,74902,93878,35364,,31160,71840,33331,95200,,72967,46403,80392,,,54462
2016,618537210,38310,62411,,56759,86580,63223,,80989,,78329,,58159,,51697,97590,62406,,99711,,55963,,57268,,56582
2016,618561210,17118,,,78161,100334,,,43114,,63341,,34735,97496,28799,51764,33229,65442,31289,70055,36535,91098,,87323,47361
2016,618561220,,,,93238,,,,,,85899,,46335,100020,35055,66946,37966,78190,,66959,,86273,41322,,
2016,618719110,18620,34723,71064,34233,52428,39451,87514,53259,47719,59028,97829,34251,68041,28391,36160,31506,43409,,44347,35821,52169,50960,65242,33980
2016,618724510,12555,38085,52481,20581,23018,27428,29002,42329,42659,72850,48598,32492,68530,20753,23342,24630,32412,46829,,23480,36573,,37061,21316
2016,618724520,,,66598,24662,24427,,31389,,71437,,53924,30270,75282,24825,25313,25304,34706,,50069,,,,,
2016,618724610,12811,52552,85740,25412,27531,35116,37073,,70604,,61791,46173,84105,25908,27858,32099,41317,,,,38641,,,
2016,618737210,27825,56891,68940,43367,56653,44104,97154,,,,,58092,,39921,66121,50501,100166,53692,84923,77217,99496,95840,,38497
2016,618737220,,63918,,57122,70777,60747,,,,,,58390,,50849,80555,55098,88761,,,,,,,56204
2016,618761210,15836,64843,,45792,57808,57078,73390,68964,82581,92887,,40994,80922,22535,27064,25864,35954,,35332,32295,40696,,37099,21661
2016,618761220,,,86849,51061,91077,62492,39617,,,84320,,29939,86523,27030,29949,27650,42213,,51392,,45214,38090,83879,
2016,620719110,18806,50061,72813,33475,47120,40142,64928,33219,75580,45363,87059,33110,68752,28385,40667,31724,47184,,42624,,41725,,69802,
2016,620724510,13764,45433,55282,18855,21798,26230,27346,,65164,67704,100044,32589,61523,18775,22409,23053,28987,,24148,27148,40716,,50574,21536
2016,620724520,,29548,62079,24990,23166,26239,34855,,,,,24521,69952,19843,25456,20512,33114,44844,,,42125,43022,48693,22635
2016,620729310,17029,,62100,28827,40930,35785,100496,41475,,58283,76696,29602,99641,26668,48377,33157,59450,,,,57975,,,
2016,620737210,24335,38767,82001,36608,54993,43783,86690,,,,,57748,92583,32031,56829,37593,87438,,61422,39549,,,,37491
2016,620746610,40433,,,48404,75448,68678,,,,,,56391,,48545,97274,59986,,,,,,,,
2016,620761210,10548,51342,,33540,60604,37946,74302,,88186,48228,46964,34088,57661,20545,27317,22564,32825,35517,36892,,59557,26798,49009,26995
2016,620761220,,,,50377,76052,64431,,,,65470,,36108,67248,22931,30322,23181,34701,,48215,25449,48198,38054,,29627
2016,627124510,877,6346,10330,1038,1522,2324,2212,7850,10474,17747,24085,4268,5317,692,1062,1049,2295,866,1673,3240,6814,,7741,2114
2016,627124520,,,13994,1149,2002,2841,3311,,,,39940,4728,6442,1078,1421,1091,2356,,,4008,7745,,10341,
2016,627124610,1543,14200,19835,1617,2656,3042,3795,,14669,35586,73840,6437,14915,1786,2384,2271,3195,,2563,,13640,6421,8127,3872
2016,627137210,2634,13189,33182,3698,6845,5048,7956,18212,45348,45918,88889,14275,24213,3740,4848,4588,8132,,10226,6833,20978,,28583,4634
2016,627137220,,,35768,4233,7921,,8793,,,75599,,14955,38208,4350,5720,4626,8795,6653,,,,,,
2016,627219110,12303,30196,59835,25121,34541,34610,37586,29428,48586,57430,72247,23192,59548,19733,28602,20610,36726,,,,43587,,,27572
2016,627219120,,47728,57778,33838,40432,35635,50710,,,,88419,33426,63790,22452,34476,22490,39083,,35897,43529,,27062,51065,
2016,627224510,10982,32837,51960,14501,15616,14996,22741,30650,70938,57696,93383,28885,47636,14516,16592,16170,21015,20781,23859,,35128,,44510,
2016,627224610,14317,38840,63323,21156,26005,23527,31080,,85788,91865,,33003,80048,18934,24652,19904,36319,,,31520,55325,33863,59241,20444
2016,627237210,16844,49408,,27828,37685,32483,86115,59481,,,,36115,,28377,44062,31320,68546,,46390,40683,69605,,73314,
2016,627246610,24519,,,38743,81268,54086,,,,,,62146,,45634,82518,51205,90398,,,,,,,41731
2016,627261210,9703,58054,57360,30037,37451,36506,52704,,73428,73024,90395,22992,50259,13663,16676,14252,22655,,19918,,29691,,50613,16948
2016,627261220,,,,38821,46768,,53752,,89657,,,26689,59975,15852,18994,16121,23894,22812,34180,,,19766,61692,
2016,627262610,25014,,,77496,89399,,,77994,,,,58288,,46491,61747,59084,96688,,,69604,,,,79722
2016,627424510,4565,,19775,7437,7252,7518,12430,27704,18023,,,19459,27682,5192,5326,5484,7441,,,,26596,,38140,
2016,627424610,9685,,35340,10037,9987,,15161,,,87366,,31092,62281,10279,10438,11782,13995,,39253,17365,,25694,,14740
2016,627429310,9696,33711,68351,14714,15045,15814,28423,,,,29247,26522,58820,10758,14205,14297,18652,,,,38343,,,25275
2016,627437210,13454,49157,39400,15787,19561,18398,26189,,,83624,49940,40163,,16764,19460,18498,35661,48728,34613,,99290,42523,95384,17200
2016,627461210,4985,38912,66110,14002,14225,22069,19728,20683,24382,54311,77917,22666,26147,7033,7726,8611,11530,,18067,16385,15143,,21216,6592
2016,627484210,25063,,,36735,58311,,90987,,,85596,,46151,74918,43634,58824,49538,100708,,,,59344,,,
2016,627819110,13953,37707,67128,26250,30600,28452,47981,30433,80566,42588,59044,34573,48114,19526,25042,21527,28582,,33104,23165,25605,46228,,26460
2016,627824510,8916,39668,32250,10785,10667,,13343,,,,,30060,35676,13034,12929,15458,17873,34881,,,26445,,23129,
2016,627824520,,40263,36122,15650,16633,19836,21608,,,,,33528,40840,16463,17476,16593,22104,,,,38224,36825,23462,14789
2016,627829310,14387,,81373,31448,39715,34668,39839,,,85957,58233,36873,62613,22473,32577,25986,41432,,37304,23939,,,,
2016,627850710,15370,,39852,28825,26229,29366,47677,,,,,28292,81850,25466,23413,26953,38433,,35004,,25343,,37410,
2016,627861210,8498,51685,62179,34745,25448,55212,47574,33496,75003,61621,76526,17510,39406,14406,15560,16056,20991,,25342,15469,25479,,16235,20939
2016,627862510,12018,,,54972,52418,62260,59742,,,,,20917,41792,18752,24077,19033,31759,,,,36602,,,32681
2016,627862610,37369,,,,55303,,,73322,,,,64547,,47240,47732,59272,58491,,,,,,,
2016,628124510,13094,44481,37388,19045,21228,20274,29454,,78278,46567,,49922,53848,19409,21317,24247,29199,,39333,44005,32570,39963,43834,24021
2016,628124520,,,60338,24214,23044,25658,32404,,,83661,,56389,59301,24621,23382,26762,32702,27158,,,52730,50513,,26028
2016,628137210,30301,80296,71311,41650,49081,50180,100145,,,,,78110,93436,42145,51093,50067,95844,,71068,70272,91581,,,37124
2016,628161210,10368,66486,64124,51981,48223,56855,65486,52361,26700,76846,,37692,67941,20552,22603,24333,30556,36269,34815,35828,32332,,28441,26850
2016,628419110,16059,53137,45089,33147,43310,,67429,,,,67507,41116,61788,29871,42654,35380,58358,49674,,,46779,,,
2016,628424510,9962,,35284,24436,25528,28302,32293,,60082,,,28728,58367,23563,26374,24057,39616,,,,34986,,48241,25829
2016,628424610,18740,,88942,33093,39479,37237,60996,,,,,49376,80708,35423,42639,46365,48714,,,,,,68447,58621
2016,628429310,18179,70226,53546,34270,52056,,84123,,83537,,91902,60582,64255,35776,52401,41835,58859,,71904,43336,52693,,,
2016,628437210,32071,,92862,50541,57707,54206,83750,,,,,101332,,52731,65077,57194,92087,,,99011,83961,55390,,
2016,628461210,13298,92996,67219,49061,40467,,87260,,71440,,,44298,51925,21283,30461,23300,46561,,,,54384,,,30596
2016,630719110,35514,96484,,63134,83086,,,,,,89103,,74826,55965,74460,56014,88268,,86317,71936,85699,,,
2016,630724510,26089,,62211,32827,32467,57537,53456,,,,,66112,39853,35853,36709,42783,58240,,,,,,,47829
2016,630724610,31931,,,50096,51539,,,,,,,56161,,54353,64525,59990,97859,84917,,,,,,50749
2016,630737210,54945,,,99858,,,,,,,,,,94360,,,,,,,,,,
2016,630760210,25089,,,62419,,,,,,,,42234,97022,34915,64793,53823,95120,,,,,,,
2016,630761210,31596,,,,95816,,,81659,,,,71528,,53453,83391,55722,99619,,,78602,83472,,,63293
2016,631024510,32311,,69229,78873,51854,,60302,,,99807,,84697,94136,69857,60213,85926,65777,,,,61642,,,55741
2016,631024610,34678,94913,,68975,79909,,,,,,,,,81029,95664,85063,,,,,,,,
2016,631061210,55713,,,,,,,,,,,,,100183,99679,100438,,,,,,,,
2016,663419110,49888,,,86792,,,,,,90081,,89284,,73260,91650,87871,,,,,,,,
2016,663424510,41043,,,93211,62384,,80155,88099,,,,93328,96361,62101,60090,75082,86062,,,,,,,
2016,663461210,48363,,,,96519,,,,,,,91300,,89393,99340,,,,,92490,,,,
2016,673219110,33444,,,63433,79848,66850,81861,65306,,,88307,61111,91714,46980,53430,48201,69994,,,,68058,,82507,42935
2016,673224510,29501,63536,72740,42088,43898,43993,62266,,59035,,,48629,96886,42320,45344,49585,63374,,95315,51153,69174,46278,,35394
2016,673237210,52266,,,86693,100956,89630,,,,,,101292,,78712,98893,88713,,,,,,,,74284
2016,673261210,30255,,,89782,,,,55724,,89030,,81722,80553,55581,65513,64937,97940,,79024,58208,96619,,82413,68210
2016,675519110,30627,70767,,57192,94856,82340,,,73962,65318,,67117,98527,55767,67088,58787,86946,,74779,59194,78775,,,55652
2016,675524510,22376,,76914,39793,41349,47582,50065,,,,,58408,77997,32908,43155,41683,59179,52019,,,49300,,74553,37510
2016,675537210,37553,,,84124,97132,95037,,,,,,,,80987,,86329,,,,94887,,,,
2016,675561210,32231,,,68563,76207,,,,,,,72397,100597,46072,62687,53338,83543,,72015,,96351,62809,,48399
2016,675561220,,,,98923,,,,87329,,,,89531,,64710,87354,73615,101408,,89272,65914,,,,81204
2016,676919110,36335,,,60131,60020,76144,96871,,,,,75037,99439,45656,54389,59176,85207,,70409,49543,54508,,,
2016,676924510,23205,77898,96238,37899,34620,40279,42803,,,,,53237,97610,36225,34640,39086,47450,49590,,80422,87499,65927,68867,28699
2016,676924610,31068,92459,97895,38546,38583,43063,45425,,,,,64609,,39244,38829,45202,55220,,87865,,,,,55946
2016,676937210,41558,,,66908,100596,,,,,,,,,65601,89290,71415,,,,,,,,
2016,676961210,25606,83175,,91372,74147,53513,65432,81786,,,,79000,89013,46479,47568,58713,73979,,68120,,85994,52518,,61780
2016,677024510,26855,89140,,49389,49079,52437,82625,,83862,,,78347,,40801,59648,50654,82742,81399,,70543,,47736,,33658
2016,677024610,29987,,,42171,74675,59651,84777,,,,,73007,,51245,74306,55223,91637,,85566,,,,,
2016,677029310,34301,60786,,50227,82509,74803,,,,,,64432,,51457,96666,57184,,,,,,,,77542
2016,677037210,43584,,,,96060,,,,,,,94890,,84934,77355,86236,,,,,,,,
2016,677061210,23880,,,,,,,66030,91349,,,70273,,43932,79801,56784,92892,84159,84227,70593,100106,,,41940
2016,677224510,19207,40409,93058,30880,28912,33405,37234,,,,,53273,93968,26406,29133,28389,39741,40699,46092,28373,50535,63762,,36805
2016,677224610,20328,,,34806,32470,37325,41831,59139,,,,65494,,32446,34365,37414,44822,,66300,,82182,,,48165
2016,677229310,28346,,,46485,80306,55187,,,,,,46612,,40700,61100,41170,79904,48033,,,,,,
2016,677237210,34247,56929,,51755,73680,58372,,,,,,77248,,52431,70093,65403,,,,,,,,80744
2016,677261210,18887,,,100419,61404,,,73458,,69603,,52827,98075,27860,32218,30615,47013,,46761,50702,41280,52369,92986,28843
2016,677261220,,,,64703,54923,,,,,89269,,65208,,35578,33944,37020,54228,,,,80426,,,
2016,678619110,44214,84441,,66142,91613,72845,,,,92231,,65445,,57608,84924,65104,101218,,85403,67707,96811,,92625,76732
2016,678624510,28642,,53440,35631,45673,57842,63173,58668,,89808,,55099,81624,45328,46904,55192,73162,,75982,,75835,,,
2016,678637210,57743,,,100163,85224,,,,,,,,,87518,,90023,,,,,,,,72646
2016,678660210,30317,,,54104,75569,,,,,,94742,41888,98539,36502,49356,39831,79915,,,,82922,,63181,
2016,678661210,36354,,,,,,,86131,,98916,,90144,,69747,97426,76544,,83975,,78105,,77136,,91913
2016,678719110,44166,,,76662,96582,100017,,,,74107,85558,61492,96917,53140,84290,68346,92940,,,,,,,
2016,678724510,36951,96903,87119,49431,62649,,80851,,,,,65947,,44447,70500,57841,81780,76620,,,,,,46453
2016,678760210,45357,,,72192,60440,,,69569,,,,55035,98367,54107,84063,57690,92372,,,,,,,86655
2016,678761210,41553,,,101131,,,,,,,,91844,,69467,101307,75096,,,,90685,,77182,,
2016,680824510,36280,,,43392,47051,,57082,,,,,59258,53220,51426,43770,61265,58467,,,,,,,43015
2016,680837210,54218,,88748,70835,69452,,91307,,,,,,,73994,70286,,95523,,,,73523,,,88664
2016,680861210,41171,,,100450,84840,,,,,,89377,89023,,56745,80033,78800,92561,,,78986,85860,,,100172
2017,533024510,28703,,,13451,58376,40874,61041,,,77321,,,,23457,55981,30704,69210,,71642,,,,,48348
2017,533024610,48786,,,48783,73087,,76845,,,,,,,54805,75533,62522,101728,98648,,,,,,35590
2017,533037210,50248,,,78734,95045,,,,,,,,,47484,105480,101802,,,,,,,,
2017,533061210,34095,,,,71233,,,,,,84990,,,31446,33266,38874,71358,,,,,,,
2017,541819110,55171,,,94685,83036,105305,92666,,,94854,96809,69741,102003,65445,77261,78242,86280,,80358,83520,90916,72802,,
2017,541829310,49309,,,48071,74824,,,,,,,79735,103079,43159,101904,57504,,,,,,,,
2017,541861210,33793,,,63859,103775,,,,,,85819,87519,74613,63061,66986,73338,91478,73377,,,,,98961,65019
2017,613924510,10466,,41427,11302,10973,13182,13178,,28470,,,18932,41596,10898,10392,11079,17211,24928,29785,,28555,,,
2017,613924520,,,50560,15962,14410,24557,22016,,,,,33649,47776,14017,14785,17775,21673,,,,23434,,26998,20937
2017,613924610,14646,43557,41724,16255,16403,23508,27954,73194,,,,46377,65281,16927,18173,18937,28378,,37770,,,,41286,32553
2017,613924620,,60972,101957,22745,22989,26300,33624,,,,,49176,76767,19722,23630,24195,33268,,,23277,64982,23744,,
2017,613929310,12763,,32121,21935,30394,33088,37947,61842,,105176,87492,31280,86615,17977,30898,18885,41920,27302,34285,,46405,,38625,40976
2017,613929320,,,91895,30388,52486,,77548,,,,104812,48005,69808,21913,42425,25277,44948,,,,52826,38218,46103,
2017,613937210,20649,,98472,21855,33121,48926,55328,,,,,85466,90991,25735,35051,40869,58323,41558,42219,48745,102634,,64579,41823
2017,613961210,11534,55201,56876,22672,25448,35568,40000,45494,77002,,,29550,59372,14464,14004,16347,28910,,30396,16019,18460,,19052,18064
2017,613961220,,96388,104804,26791,28563,41063,81542,,,,,40453,61577,16601,17650,16885,32434,,36690,,35112,,85049,
2017,614524510,19319,56774,44201,26269,29633,34228,39841,,84157,,,54867,75951,28151,31837,35184,38716,,,39184,41083,,46828,33547
2017,614524610,22725,,93399,9773,37196,43890,40764,,75522,,,58545,63317,30370,41454,41391,46507,,78006,,67074,,70864,24769
2017,614529310,24427,74500,71698,50777,69370,,82691,,,,,68630,99574,39542,76171,44160,96548,,78785,51748,,54915,,
2017,614537210,34908,,102336,51004,74465,61388,89001,,,,,,86634,54498,79663,103443,104195,,,,,61170,86721,44301
2017,614561210,24328,,96804,47257,61029,103171,80219,62456,81754,,,35918,98287,27509,32545,35256,55269,29430,70359,46012,85581,,,23357
2017,614561220,,,,,87717,,,,,,,53443,103661,6857,39354,44370,73763,,80562,,,,47580,82832
2017,615624510,16468,52086,53352,17973,17622,18944,25100,71010,103723,,,46477,65796,19942,17644,23995,25522,,38277,39761,45900,,61217,35451
2017,615624610,19083,53456,80979,24394,21883,32865,32378,,,,,49218,85688,25414,25622,27174,37268,,48419,,,,,40395
2017,615629310,24267,,,33592,59196,42089,95900,62765,,,,64639,101259,32055,47609,34648,65301,,,,78265,,96076,64318
2017,615637210,25350,,,35410,46007,50080,68851,,,,,,90961,40599,50194,58982,94475,,,,57405,,,35931
2017,615661210,15136,,44246,37917,29478,54209,51766,,104927,,,49135,81312,20257,18495,27319,36053,35304,37891,,22342,45224,49524,21359
2017,615661220,,,,66125,42492,71926,82216,78097,,,,44098,102958,25118,21159,28013,39012,,,26015,66969,,70970,
2017,616019120,,,,60397,81032,68950,96083,,,,73254,70163,87270,37126,66433,44616,78616,,77254,60105,84067,57987,,90888
2017,616024510,17339,48635,55973,25757,36106,31340,40699,,90688,,,54876,79737,27464,37042,30149,42624,,,,51583,,75547,32951
2017,616037210,42747,,102392,91116,97790,95602,99699,,,,,,,87720,106094,,,,,,,,,68123
2017,616061210,26964,,,,93658,,,72891,95445,,90651,75199,87969,38225,52981,42998,84603,45394,65072,,68668,43735,,
2017,616061220,,,,,,,,,,,,89763,,48963,91248,65468,104992,,91600,62033,,,,63679
2017,617519110,5256,33862,24724,9909,16739,,18167,27712,39727,,11985,23812,18520,9597,11577,10097,14377,,,12052,,,,
2017,617524510,3967,17058,31574,6184,5596,6641,8044,,31979,78627,62129,22720,27282,4303,4657,5557,7206,7923,10049,,13805,,20666,6501
2017,617524520,,,37776,6770,7290,7473,8755,,36203,78074,64572,21156,30257,5698,6842,6096,8481,,,9606,16977,,,
2017,617524610,6340,,40783,6399,7678,7059,8916,,,,93734,24170,32604,7372,8694,9232,10661,,,,,13403,,
2017,617537210,8107,42421,33338,12788,11847,13906,16654,33117,89724,,,32875,55152,10945,12343,14026,19953,,13055,,26572,,17283,16046
2017,617537220,,,73699,13599,13069,14200,22542,,,,,33732,63199,13334,13677,15009,20816,,35853,26069,,23913,23475,
2017,617561210,4103,34434,42212,8675,6981,15304,11719,15507,32065,50539,71931,21871,22510,5214,4749,6497,7050,12851,,8948,8171,,,10510
2017,617561220,,48236,29581,9830,10680,21849,12345,,44020,,,24909,27627,6692,6298,9648,9802,,7431,,8426,,23801,19657
2017,617708210,20311,,23972,10258,17560,12064,32661,,,,84996,31665,53182,22338,28862,29073,44332,,,,35097,,74930,
2017,617719110,6882,18659,42776,12638,22913,15200,23967,,37079,34442,40432,22837,35486,10120,13302,10769,17026,10420,17789,,19389,,17611,12964
2017,617719120,,31670,51115,15208,27407,17036,30101,24671,,,59916,24057,40261,11410,19611,12316,24487,,23789,16329,,,50761,
2017,617724510,3525,23871,37854,4470,6663,8840,9316,17250,40498,37243,66539,11733,33256,4385,5935,5471,8037,,,8403,16929,11069,14890,
2017,617724610,7097,34616,44647,8557,11266,9348,13614,,53394,81678,72308,26120,46861,8326,10385,9478,14899,16379,,,18982,14120,38064,8841
2017,617737210,8331,43657,47110,12546,17065,14804,26771,20842,70261,,99456,28909,79844,11465,18049,13220,26251,,34821,17729,53121,,23328,13863
2017,617737220,,,89828,15274,20549,18556,28518,,,,,31209,101621,12263,21542,13905,28768,,39270,21557,62353,30715,35263,18112
2017,617750710,9314,29565,38477,12726,15100,19745,36976,,,81079,66715,17412,42672,12409,15680,14587,26761,,26080,,,,24785,
2017,617760610,18558,,63444,34945,47876,,59409,62137,,,85639,30292,83697,19148,30367,22384,58304,29152,,,67355,,,
2017,617761210,5358,32023,51963,13765,16704,20174,22919,19020,34845,47119,90943,16935,34520,6567,7484,8357,11456,10222,18395,10944,25561,9396,30754,11826
2017,617761220,,,55094,15966,17753,20307,24767,,,64409,98227,20785,41972,7193,9352,8616,12444,,,14465,26680,,32391,
2017,617824510,8313,37636,48895,10322,11726,13151,17208,33024,105815,,,25247,50607,9853,11912,11681,14541,11928,13941,11178,21190,15084,27039,17755
2017,617824520,,,44523,10446,12382,,17720,34836,,,,26123,53003,10052,12703,12269,15498,,,,22660,,,18094
2017,617824610,9979,54757,70632,11931,15776,16680,21537,,,,,33085,72026,12426,16377,13803,22042,,23748,17313,42964,21440,55884,
2017,617837210,16361,93092,81744,20471,34132,24279,48802,,,,,65415,105590,20962,35400,26019,54250,21681,56728,30737,85726,27666,96520,21699
2017,617837220,,96026,,21589,44071,29437,55306,,,,,68869,,21831,41166,28649,56692,,,43483,,,,
2017,617861210,8383,53011,78053,22195,27228,,37747,33760,78962,,,26648,67599,10513,13106,11634,19472,11524,28695,18370,32939,16103,25676,15240
2017,617861220,,82036,,30321,37612,36729,48014,42864,40592,,,31780,75936,11990,15511,12557,24187,,28916,19697,41418,30425,23395,25704
2017,618219110,20533,40202,62462,33187,51510,37518,68782,,54631,40445,105186,39605,78056,25884,40240,33544,58305,37541,60043,27576,54405,,62405,31070
2017,618224510,12686,,62981,15087,21206,19410,21717,,,,,33012,58310,14927,18277,18687,24530,,38757,,34654,28001,,
2017,618224520,,63857,69190,18390,23289,23383,36730,69275,,,,33241,72656,23216,23443,28392,33315,,47279,29605,41273,,31781,
2017,618224610,16871,54434,83938,30039,28826,30868,38228,,,,,33475,101074,25573,30073,29136,39646,,,,72717,36023,,37110
2017,618237210,33031,,,46182,65727,83949,103734,,,,,,,42508,68329,61025,95399,,101206,57440,87130,,,48058
2017,618261210,20825,,75416,43832,62788,,,,90983,,,66054,105717,25554,30628,33378,49126,63063,42816,46516,80454,,86236,39586
2017,618419110,48016,,,51381,104136,,,,,,,74512,80960,68791,62885,82787,95371,,,,71297,,96810,
2017,618424510,34623,,99862,50199,45230,,74713,,,,,,103509,44069,47069,52090,71607,,,,,,,74482
2017,618424610,50824,,,93104,75213,,72202,,,,,,,74642,80096,75955,101553,,,,,,,28250
2017,618429310,61249,,,,,,,,,,,,,101046,105328,,,,,,,,,78501
2017,618437210,49754,,,,91542,,,,,,,,,104539,98091,,,,,,,,,
2017,618461210,39039,,,,98133,,,,,,,,,80742,106647,,,,,,,,,37816
2017,618524510,18813,,67801,28289,33510,30047,45283,,,,,31936,74336,16652,35274,21832,43403,34576,47313,26504,69031,,83244,34440
2017,618524520,,65860,,30617,43936,31784,52232,,,,,29983,88608,24597,44302,25221,52541,,,,71975,,,36245
2017,618524610,26678,50075,,35850,51110,46337,52730,,,,,57096,81621,25607,57217,35454,66535,,,,77943,60484,84350,
2017,618529310,15090,,,34527,69205,42297,,51132,,30713,95862,51125,,20380,62421,27734,80339,,70278,,,,74435,
2017,618537210,40182,,,67041,99872,68319,,,,,,96413,,56328,105924,66963,,74390,,,,86113,,69331
2017,618561210,25878,,,91621,94740,,,69304,91855,,,55236,97440,29070,57592,39250,89709,52817,78575,58672,100991,36557,,64947
2017,618561220,,,,,,,,84919,,,,70617,89913,38146,84715,43124,105292,,88586,62080,,49660,,
2017,618719110,21778,50673,89475,31503,42164,32560,67613,,56829,79596,97573,39594,70040,24845,40907,27988,59938,,54692,31933,52538,,71053,14345
