Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2017,618724510,11450,32511,48618,16701,19190,24988,27830,,49972,,,41756,59449,15670,20244,18117,27511,23046,32111,,46289,39484,48829,
2017,618724520,,,69442,19969,24229,,30612,91605,,,,42264,69620,22371,24932,26191,33214,,,44723,41015,,,
2017,618724610,22113,67831,92125,18754,32505,25932,38153,,,,,31623,76064,24375,32071,28020,40500,,39665,,69612,,,
2017,618737210,25800,,,41072,67699,58738,105599,,,,,93606,88051,36978,75863,43820,105439,86490,106777,73512,,93279,,31885
2017,618737220,,,,50245,94872,75245,,,,,,,,49129,92826,66938,100138,72220,,,,,,37359
2017,618761210,15476,,,56684,69971,72804,88018,95479,72923,,,47447,83883,21654,30197,28802,42851,,34402,24148,62287,38074,58953,34195
2017,618761220,,,,81982,72496,,,,,,,56673,,23227,34234,30467,50279,,38531,43189,88791,,,40480
2017,620719110,16047,41688,73679,21866,45628,25809,50839,,62767,53168,83885,40213,79284,19865,40146,27508,51579,28901,48897,,50574,34026,,37737
2017,620724510,12397,38051,56473,13659,22233,15412,26820,20713,78725,,,30229,63019,10434,20216,15193,29719,,31588,45473,39765,,48754,19100
2017,620724520,,,63267,16949,23158,21721,33368,,,,,31863,64133,15696,23106,17106,31846,,,,45987,,52998,
2017,620729310,17698,38569,96776,27296,45067,,60859,,94047,,74283,28614,98544,25122,42914,26931,55561,,50124,,,,,35086
2017,620737210,22368,91722,,27794,42276,32644,70370,,71773,,,50081,102999,26999,43470,31844,78372,,82370,84607,,46676,62923,52698
2017,620746610,24442,,,51711,49235,76128,89491,,,,,101940,,38270,80669,63010,105760,83669,,,,,,
2017,620761210,12823,78467,97119,35887,40967,74970,62060,38825,45856,94493,,29357,70843,14623,24175,16322,31960,,44630,33847,41240,24875,57951,24912
2017,620761220,,87538,105690,47471,61941,,79729,,81638,,,30779,79278,16890,27242,18815,33997,39568,,,40077,,97600,
2017,627124510,698,5974,15970,972,1047,1529,3268,7440,14671,23298,25231,4607,16611,623,780,1058,1547,,1827,2268,4744,,7996,2049
2017,627124520,,,19396,999,1634,,3544,,19490,25549,42495,5271,9815,742,1067,1199,1899,,,,5001,,10005,2361
2017,627124610,1237,6383,27024,1304,2715,2617,5489,7483,24431,29058,63104,7112,28698,1460,1971,1830,3885,,2017,2727,7764,4461,14667,3451
2017,627137210,2218,7893,22473,2546,3200,4494,7896,14336,35308,59030,101964,9677,26147,2421,3206,3581,6123,,6198,3703,8194,4856,17757,5342
2017,627137220,,,26341,2737,3505,4587,8392,15497,,88920,,10485,33204,2725,3612,3609,6667,,,,,,,
2017,627219110,11474,26128,48340,16383,36776,17782,42593,,59742,44027,49781,28307,49374,14085,30661,15856,35437,17551,33534,20181,36848,18865,55616,31241
2017,627219120,,,60246,21016,39443,24564,53634,,54577,,74486,30215,66314,17125,36010,18821,39567,,,,40047,,,
2017,627224510,8491,30153,40292,8365,12629,12272,17787,,36784,79314,103618,28444,49995,9493,14072,10969,19831,13847,21487,15357,41334,,24266,
2017,627224610,12274,35020,81539,12884,25246,17666,35833,50160,,,,29775,71051,13623,23874,15953,33194,,31768,27537,41751,,46969,21844
2017,627237210,17376,49299,,20238,32224,22980,41470,53434,,,,35364,85353,19404,33244,25031,53118,,85671,,65778,20273,64766,17854
2017,627246610,22670,,,28871,58413,50700,97455,,,,,85163,92991,28600,85828,35750,,,,,,,,87731
2017,627261210,7735,41651,,40162,26192,40504,35701,,57040,95518,86264,25403,43658,8670,16770,11220,22664,15171,31273,20173,26617,13604,53515,13523
2017,627261220,,,48519,36901,33857,41384,56933,35333,61352,,,28838,62684,10252,18269,14481,24941,,,,35639,,59655,
2017,627262610,34497,,,56216,101391,,,,,,,102235,94152,35809,63393,82260,86724,,,,,,,
2017,627424510,4171,,28591,5435,5792,,9383,,33443,37494,77239,16367,32960,4202,4205,7288,8138,,,,14715,,,
2017,627424610,7205,40554,43265,8498,8187,10309,11336,,,,,29110,38195,7312,7566,10020,11252,,17616,15134,28322,,,9436
2017,627429310,7789,60955,81444,12377,14205,15216,28064,,56188,90923,65667,24035,53991,8726,11042,10341,16576,,,,22231,29227,65606,
2017,627437210,11843,57741,96620,11137,12729,16514,24764,,41004,,,36585,86307,13909,13759,17741,26200,,15948,29322,61262,42293,36646,16996
2017,627461210,4990,30337,68166,8293,9560,8845,13858,25104,30417,65903,88913,20025,28732,4721,4858,8756,8902,9587,8163,,16921,,9762,13173
2017,627484210,35579,,82414,31720,38673,,83101,,74802,,,47826,84595,29723,47165,52389,70775,,47446,,67187,,,43218
2017,627819110,11631,34635,63635,16767,27887,22147,35995,28524,43506,41954,74149,28144,53746,14060,22027,19764,30485,,28012,,36207,,54525,
2017,627824510,9099,,33504,10853,9958,,14814,,43799,43587,48939,24114,30999,10299,7492,11656,15726,,,17881,22476,,24005,17633
2017,627824520,,,41290,13159,12227,14332,16578,,61904,,105565,24946,38538,13127,12521,15404,18859,,24913,,29393,,,22773
2017,627829310,11425,52812,65322,10239,27574,28509,41313,58078,84681,,75526,25744,59256,17428,27198,19773,33979,31148,40272,,33894,,30033,32637
2017,627850710,17064,32681,87123,17618,20768,19949,56865,,,,62560,19866,50970,12957,22516,18177,32428,71078,,,,,94352,
2017,627861210,8106,45209,39649,19489,17341,40397,35893,,56018,93755,98394,28076,44322,10176,10068,12645,14950,,26242,,28593,22288,25263,12085
2017,627862510,13143,,,51632,25865,,49779,,,,,54676,62070,13674,16344,19431,26741,,,36823,38764,,,
2017,627862610,32438,,,45982,96126,,,,98900,,,89385,,34815,41674,56901,60059,,78529,,,,,
2017,628124510,13400,40818,34622,14928,17422,20566,25596,27744,48325,,85150,41548,49908,16160,18165,21048,28149,,40854,38856,31692,,26716,26886
2017,628124520,,43514,50312,18827,20551,,30573,,80377,,,42026,56349,19054,20708,23337,31992,,,,43090,,,28211
2017,628137210,22448,74380,81404,30600,28722,54569,58058,,,,,101646,96665,32597,41738,43256,81248,42330,71424,45755,97019,,,34339
2017,628161210,10904,,99737,32201,36675,36754,56582,34140,52927,,,30843,66283,17256,18966,20519,29019,,24304,41238,30774,36409,43717,33526
2017,628419110,14878,49945,56699,29792,36071,37768,45040,,67008,,,47362,72576,23531,37516,28860,52242,,,37232,39205,,,42772
2017,628424510,9091,,39500,13202,25088,,24926,80014,,,,34288,71546,18221,26983,28277,32088,,,43248,,,51331,32567
2017,628424610,14294,93325,79605,30053,37386,53089,47676,,79492,,,48290,103689,30421,44384,57251,51437,97526,104504,,46451,,93835,
2017,628429310,17706,,,22427,51756,39371,89591,,,,,64704,98850,28382,49741,39908,61003,,,,52637,97887,,53776
2017,628437210,33588,,102050,48909,85330,47914,83902,,,,,,89923,71352,87763,101751,106616,,,75449,91111,,,55875
2017,628461210,7238,,,31816,33173,,75986,57833,,,,49750,76798,15454,28468,20013,44424,,64276,,40830,,59607,27074
2017,630719110,35557,,,35924,85559,,91674,,,98494,,51910,80686,46610,68667,54738,77385,,,,86178,,,43637
2017,630724510,21062,,79649,20514,32376,32286,47949,,,,,50989,94144,29062,36356,40068,41442,,,,59094,,,
2017,630724610,48181,,,37795,32116,,67286,,,,,65568,100882,38995,46811,71959,69552,,57052,,,,53764,
2017,630737210,63537,,,94733,100789,,,,,,,,,99442,90700,,,,,,,,,92324
2017,630760210,51259,,,,91693,,,,,,,31073,95566,25829,57146,32068,67931,,,39518,,95455,,58006
2017,630761210,25981,,,,80881,,,90185,,,,79467,105099,31451,56943,64239,88233,95515,59815,,72377,,69977,91134
2017,631024510,25099,,97767,31427,37902,,55386,,,,,45366,92714,31450,40989,37235,62701,,87268,,71707,,,35037
2017,631024610,40662,,,70929,37830,102710,61501,,,,,,91785,53608,58574,77637,75431,,,,93214,,,
2017,631061210,34588,,,,85920,,,,,,,,103912,95404,66939,100999,93767,,,,,,,38777
2017,663419110,50296,,,,63448,,,,92186,,,,,61297,79236,,94590,,,,,,,
2017,663424510,32355,,93551,59411,52733,76493,93126,,,,,84989,95557,61630,50930,71171,100524,,,,88854,,,72809
2017,663461210,52275,,,,90329,,,,,,,,,103386,103847,,,,,,,,,
2017,673219110,34166,78105,,37677,64008,47331,106085,37495,,,75074,44403,76405,35613,47135,35702,69758,,,67695,,,,46894
2017,673224510,29142,79630,98445,37999,34272,43241,65724,,97265,,,59310,80120,32300,40258,37109,64184,101494,53388,,78348,,68877,28961
2017,673237210,48708,68328,,59191,99244,77349,,,,,,,,90587,105041,,,,,,,,,59099
2017,673261210,36118,,,,93033,,,,,,,82127,80184,48126,69587,87783,90126,96894,,56980,95271,59453,90490,39173
2017,675519110,36630,104861,,50910,78634,75126,97200,,71442,,,77237,101124,37630,59403,49261,82371,,61068,,80398,,,49379
2017,675524510,20790,,87311,38674,30720,47616,44855,,,,,40319,80127,33565,31117,39121,34855,,76075,,,,,48043
2017,675537210,38593,81468,71513,30613,81411,,91592,,,,,,,68700,84109,,,,,,,,,
2017,675561210,28153,,,106638,86140,,,,,,,96430,91161,39316,53154,53879,77875,,,65237,90937,,,30390
2017,675561220,,,,,103106,,,,,,,,95931,56850,87009,79325,96407,,103065,,,,,97561
2017,676919110,30202,,91498,60361,68074,,86270,,98453,,,95090,62761,39824,61695,50437,83878,,,58939,76927,,,79134
2017,676924510,25219,,65088,30618,32238,33382,39457,85188,,,,77352,96102,29909,33179,35961,45880,,49360,61703,77612,61550,58922,36402
2017,676924610,28142,,,40690,37540,49625,46180,,,,,,103908,34967,41316,43923,49206,,99050,71429,73454,75686,92033,38709
2017,676937210,39718,,,61791,87305,82774,95444,,,,,,,78397,101491,104489,,,,,,,,
2017,676961210,31173,,,41079,103727,,,,,,,100056,55256,48642,48056,55690,85795,,71108,68331,96464,,105227,74624
2017,677024510,24944,,,36363,56668,58141,72627,,,,,105188,86410,35219,64160,42887,87772,,72998,53513,77103,,,54275
2017,677024610,28624,,,49412,74009,,,,,,,91684,,43785,53091,64486,74361,,,,87548,,,
2017,677029310,28569,,,36714,88775,55497,,,,98338,,93272,105026,55307,82129,64075,98291,57304,87593,,,,,
2017,677037210,60307,,,75323,89908,,,,,,,,,84099,74083,89309,,,,,,,,
2017,677061210,39756,,,,59984,,,,,,,,,59316,106192,83862,,,,,,,,50508
2017,677224510,19364,53647,81637,20971,23110,20684,32584,,,,101969,41683,93857,23907,25229,25717,35494,,43368,48234,28274,42796,,23884
2017,677224610,23574,,,32952,31194,37329,39259,76106,90211,,,46882,103458,27058,35761,28848,43898,,,57759,54186,,83507,49444
2017,677229310,24947,42604,71528,32746,51914,,,,,,,56625,84205,30170,48871,38476,73262,,60214,,,47630,,57472
2017,677237210,27715,,,26991,55629,53263,72990,,,,,,,35483,57765,42801,97987,,,,102511,,,
2017,677261210,19168,,,74703,63299,81960,92472,89659,,,,66268,103305,27689,28228,35529,48251,48386,43388,44925,88217,,101574,39329
2017,677261220,,,,,88441,,,,,,,,,29559,38383,38775,60381,,,,,,,
2017,678619110,44624,104658,,52787,106461,105782,,90509,,,,77360,96872,54480,76110,57302,93799,,89158,85757,,,,85231
2017,678624510,31002,88455,78060,35729,42056,,51563,,,,,43055,89545,37662,42305,46726,67487,,48228,,66665,,,
2017,678637210,60353,,,39865,61336,71398,,,,,,,,92692,89301,,,,,,,,,101881
2017,678660210,24858,,,86942,,,,,58142,,,74640,105666,35121,54453,48197,78153,,,,72528,,,51585
2017,678661210,46341,,,,88460,,,,95082,,,,98563,52170,81271,89324,99196,,,61708,,106364,,98284
2017,678719110,44797,,,85440,83441,,,,,,,80192,,45094,86543,53640,104402,,,78204,,,,100636
2017,678724510,36231,102382,94605,35855,52054,58588,91636,,,,,72596,101366,42020,59752,53838,78550,,,,,,,73106
2017,678760210,45813,,,,,,,,,,84699,48331,,43278,78185,48430,86479,,99720,,,,,
2017,678761210,46662,,,,,,,,,,,,,99898,93144,,,,,,,,,93363
2017,680824510,46018,,,42500,39535,,79014,,,,,73176,106116,56918,38795,64713,61133,66890,,,,,94599,43297
2017,680837210,65766,,,83955,61205,,,,,,,,105696,81607,101429,,,,,,,,,
2017,680861210,47175,,,,,,,,,,,,99130,83992,86244,,95734,,99063,,,,,
2018,533024510,19508,,88927,36425,51996,42722,50149,,,,83489,61180,,30705,57918,45845,62864,85983,,,,97851,84238,54473
2018,533024610,45353,,,71123,66183,86849,84818,,,,,71437,,58083,75251,86667,89404,,77616,,,,,
2018,533037210,,,,,77178,,,,,,,,,83821,,,,,,,,,,
2018,533061210,43700,,,,26161,,,61208,,,,58638,,49974,81907,70568,,,,61520,,,,
2018,541819110,51606,,,74525,62817,,98545,,,,,92738,,57429,88349,75412,98367,,89541,89999,,89144,95803,
2018,541829310,40707,,,94075,69661,,,,,,97332,,,81209,81761,,96917,,,,,,,63742
2018,541861210,46635,,,,83789,,,68496,,96092,,54309,97426,37288,76296,78737,94252,,81630,38980,,,,15001
2018,613924510,6858,,33051,7087,8428,15272,12103,,32911,,54705,18687,27958,8410,7529,9948,13191,,,14779,24854,17466,,
2018,613924520,,,34013,11620,10034,18169,15027,33551,49626,,,27342,42528,9850,9420,10266,15210,,27678,,,,20905,
2018,613924610,9680,27838,51832,13697,14369,,19715,,40385,,66736,37471,48841,12480,12237,14969,20490,,35228,39258,31717,,,17390
2018,613924620,,,81247,14628,15440,19779,23561,62250,,,,38217,58480,13269,16291,16130,23999,21088,,,34636,,63203,
2018,613929310,16516,59850,61895,17912,26087,23890,29791,,,,,40384,52491,17936,28629,24952,49182,,56201,20341,51185,,,
2018,613929320,,,,26634,51901,36292,82037,51286,,,,43852,64362,21572,35216,26809,60889,,,,73980,,,47051
2018,613937210,20664,44857,93037,24003,26097,26173,47637,,,,,64890,83027,24248,27075,29007,46833,,84310,51356,84945,,78458,33508
2018,613961210,12874,92106,82613,21433,18759,31832,44300,,44100,,,35956,50267,14497,13587,16388,25673,24679,16822,,24318,26177,52589,17124
2018,613961220,,,84640,22342,20535,,37045,74324,73362,,,39412,65940,17849,15264,19520,28056,,27879,40398,34428,,67880,22104
2018,614524510,17350,43351,44847,20880,20794,24684,22212,,58667,,,44032,64014,20310,21727,24050,29586,46497,42548,33999,31795,32761,52007,24715
2018,614524610,20294,62363,82088,30638,31768,47326,36921,83190,68681,,,49075,84299,28423,32729,32638,40867,,56600,,,,,33525
2018,614529310,30756,,,57925,57793,81697,97701,,,,89909,32918,,31632,53332,37262,70325,,,45807,83785,63186,,29975
2018,614537210,38427,,,71136,60316,,80007,,,,,,97140,61077,66257,69725,98329,,,92524,,,,
2018,614561210,19800,,,26056,96218,,,59677,,,,59392,90660,30445,34328,34460,66294,,38412,,76330,63163,74793,37298
2018,614561220,,,,,69447,,,,,,,88422,,36871,43174,43802,77659,,57101,40008,,,,
2018,615624510,12332,49981,63800,16653,10832,19976,21080,,97291,,,42994,53305,15033,11550,18978,21400,24861,32589,,30860,23877,55329,12911
2018,615624610,16397,,63249,19560,14245,21992,24290,88458,,,,39624,68679,17355,17410,20098,25196,,48632,34851,33084,,,22459
2018,615629310,23627,76082,87668,28037,39421,63226,94618,,,,,38013,97544,29764,36063,31159,70129,39231,,,56754,,,64425
2018,615637210,24459,94493,92100,38907,28288,52942,71454,,,,,72791,,33526,30236,51808,72295,,94051,74815,,,63895,61906
2018,615661210,16080,,70758,44723,21143,93715,63936,,49522,,36025,58212,73254,21583,16443,28862,30524,52180,53128,,16553,85294,53994,32781
2018,615661220,,,,54956,40521,,,62391,96558,,,60592,93967,24912,18760,29713,38387,,64161,51708,55198,,,
2018,616019120,,,,49773,98519,,,63383,,,,70121,72315,43027,67671,60455,98255,45028,70118,,,,,68236
2018,616024510,16953,,46053,22287,26353,,36695,,73450,,,41948,65013,21193,23557,25476,30076,,,,25456,58779,,
2018,616037210,36316,,,91662,87759,,93085,,,,,,,79699,93903,,,,,,,,,
2018,616061210,28041,,,74928,93442,,,,,,,60513,,43963,51675,53140,92698,,84687,,52500,94488,90820,42701
2018,616061220,,,,,,,,,,,,95635,,57807,85751,61010,97504,98142,97507,60795,89852,,,
2018,617519110,5525,23577,40372,5720,12658,10799,17445,,,25432,48576,22804,24583,8018,11318,8878,15190,,,,,,,12862
2018,617524510,2498,18915,23366,4476,3952,4523,6121,17433,14390,87765,74010,12272,15605,3313,3250,4174,4403,7644,,,10955,6585,11234,4966
2018,617524520,,26352,24494,4569,5443,4972,7713,,,,74046,15122,19416,3506,4017,4642,5622,,5181,,,,,
2018,617524610,3135,,35720,5942,6370,7493,8488,20170,16480,,,18104,26679,5276,5146,5856,6967,,,12516,11489,,25874,
2018,617537210,6694,30653,63572,9658,9020,12927,15585,,43048,,,29350,38204,8654,8844,11054,11528,30988,17545,,22778,26573,21970,8957
2018,617537220,,,64099,11740,9712,13993,17041,45350,63063,,,29610,41273,9025,10333,11377,16205,,,26734,25034,,29603,
2018,617561210,4336,30400,60599,12696,10573,20744,14154,,20583,91805,81459,19085,21499,5331,5042,6464,7872,9211,8641,,8642,14352,14906,6134
2018,617561220,,,61555,15541,11745,24308,19612,21783,31252,,94466,20589,23487,5836,5788,7207,8587,,9926,9321,13629,,17187,8220
2018,617708210,18585,,75945,13492,25106,20737,42563,,,29817,,31547,86621,20061,34353,28679,51292,74518,40283,,89103,,,
2018,617719110,17944,37979,87115,23857,49098,28127,85700,29943,,62202,61506,28803,83520,18290,33105,24512,50784,,36058,24092,46796,,74546,29932
2018,617719120,,,,30743,59629,32058,96493,,,68707,88982,30821,86234,22947,44710,25320,53443,,53316,,,24488,,
2018,617724510,7300,22175,44394,7695,13045,8684,16529,16682,67130,22068,,19117,42271,7333,8333,9343,14595,10251,15004,18376,26901,,24755,7999
2018,617724610,12865,42118,95280,12883,21390,13227,30178,31690,,,,26449,95226,10742,21022,12076,29512,12725,29083,,47332,,58149,
2018,617737210,19206,53727,66829,27119,43607,39739,71228,,,77381,,49381,,25273,49888,29452,77535,34009,59738,45406,92136,61314,98375,14952
2018,617737220,,82910,,34761,59849,44380,67444,,,,,33947,,26972,64338,32169,97403,,78153,55243,,,73241,
2018,617750710,16677,,55239,20843,32850,22936,44931,,,,74813,36159,78620,17065,33642,18831,47737,43723,,,40410,17977,58721,17271
2018,617760610,29213,,,95113,43290,,,,,,,52772,,40256,74449,51729,97966,,75866,97210,,,,
2018,617761210,13566,,,65166,59224,83455,,26394,87151,93261,95168,32963,97363,13918,25595,18943,45197,28004,62380,28823,77607,15189,,6561
2018,617761220,,,,63375,91168,,,37965,,76768,,20309,,16931,28745,19439,47703,,70468,39125,78654,,,
2018,617824510,14987,44289,74996,19062,19798,25157,28020,47087,38587,,,35883,74616,16708,20355,19569,30736,21940,21564,22330,39826,44101,58444,19094
2018,617824520,,,75261,19699,22759,25875,33090,,,,,37822,78560,17649,23425,19973,32801,,41370,24016,44949,51745,,
2018,617824610,18029,41862,96835,23986,31351,26089,38325,67702,,,,48893,95451,21237,32213,25747,40190,,53270,,72794,,80133,27100
2018,617837210,36561,,,54672,85460,90323,95520,,,,,77086,,69497,98272,83863,,85491,,95119,,,,47650
2018,617837220,,,,76508,76425,,,,,,,,,71874,,,,,,,,,,
2018,617861210,21223,,,,83273,,,45500,,28178,,41709,91396,25899,39633,28709,69741,28910,69441,40921,75948,,,27935
2018,617861220,,,,,,,,90944,,,,81379,68643,33135,61811,38149,95636,,76045,58299,,45605,89864,41439
2018,618219110,35784,97621,,65320,84985,97220,,,,92329,,81533,79009,47033,72615,60056,93281,,,59686,,90528,,32530
2018,618224510,18140,77283,79823,20461,28455,,44869,43614,,,,44077,90191,20627,29444,32171,33594,32698,34105,,66029,,45104,36988
2018,618224520,,78481,92005,31234,34172,49686,47705,,,,,46938,93278,30629,37553,32619,48892,,,59616,52356,64015,,
2018,618224610,31533,93043,,39933,43263,40897,62414,,,,,49754,,30457,46885,35854,66617,55842,,,79406,,,
2018,618237210,,,,84898,89632,,,,,,,,,60252,90763,,,,,,,,,
2018,618261210,41094,,,,,,,,,,,,,80020,97229,,,,,,,,,67454
2018,618419110,45287,,,76554,,,,,,,,,,81435,87628,94264,,,,,,,,70539
2018,618424510,31200,,90580,46146,43230,66092,58798,,,,,57641,,35468,45420,45417,59656,,51799,,,,,45975
2018,618424610,42886,,,80505,51324,,87098,,,,,,,49676,59488,54048,90372,,,80422,94627,,,78674
2018,618429310,40454,,,,,,,,,,,,,73120,88201,85337,,,,,,,,
2018,618437210,,,,90213,60433,,,,,,,,,78808,,,,,,,,,,
2018,618461210,40250,,,,,,,,,,,,,78103,91373,,,,,,,,,78874
2018,618524510,27228,70088,95418,26895,44317,39010,71350,,59987,,,46917,77352,27258,50014,39714,69744,,63349,27660,82955,40270,64447,16148
2018,618524520,,83234,,34192,72851,52747,87577,44780,,,,54780,,30923,60244,39932,75291,46899,74050,,,,67950,
2018,618524610,29396,,,34215,72158,44113,81793,,,,,72932,,33890,66846,42662,86292,,,48421,77533,,,
2018,618529310,18392,,,46161,97062,91299,,,,,,54641,,26268,89754,33832,97192,79918,93111,,,,,
2018,618537210,,,,,,,,,,,,,,96621,64962,,,,,,,,,
2018,618561210,37706,,,,,,,90318,,,,94377,,68827,97226,93724,,75677,,83073,,84076,,73267
2018,618561220,,,,,,,,,,,,,,86278,66420,,,,,,,,,
2018,618719110,32209,,,58014,93259,92369,,63571,90860,,,63890,,41247,72864,52835,93115,,85005,88724,81972,68896,,97991
2018,618724510,20488,78772,67266,29275,33869,30728,48793,50603,42034,,,54530,95259,24147,34599,29798,48599,33825,,,47630,,75782,14169
2018,618724520,,,78008,33698,36804,40501,51540,,,,,79123,87194,28524,39440,32636,54869,,,61911,84109,67098,77408,35373
2018,618724610,22665,94327,72208,30191,38897,33364,61025,,73101,85003,,71117,,34436,48828,44635,67835,72841,77749,,,,,
2018,618737210,,,,,66799,,,,,,,,,98289,,,,,,,,,,69280
2018,618737220,,,,,74047,,,,,,,,,54296,83093,,,,,,,,,
2018,618761210,36696,,,,65394,,,,,,,96747,,88055,97161,97310,,95363,,,,,,55188
2018,618761220,,,,,,,,,,,,,,94689,78642,,,,,,,,,
2018,620719110,17958,54496,,26757,57069,32081,78566,43887,45111,45784,80649,34006,97072,25559,38275,27005,51648,40939,45461,,50529,44163,48722,
2018,620724510,12453,49338,50446,13835,16170,18172,18920,42757,63332,74250,,20172,48129,12308,16779,15211,20774,,26339,25608,34936,,31270,13276
2018,620724520,,,55642,15743,17984,,23893,,82513,,,18112,52260,13440,18448,16537,23236,29404,,,,28782,,
2018,620729310,11473,30664,93110,21299,54347,41116,78500,43942,79788,33583,68537,35602,74180,20868,43837,23535,61053,,44463,,51076,,77189,
2018,620737210,23168,68803,79519,33159,45711,44501,80488,,,,,69115,94956,32401,48930,39853,74503,41291,51409,46253,97393,55013,,24588
2018,620746610,26850,,,49478,72520,,,,,,,,,48971,63348,82062,89983,,91449,,,,,
2018,620761210,14836,,,46307,63080,81989,95258,37695,,74997,92537,35577,70806,19050,24236,22228,33614,47532,48289,,47089,30552,37299,20276
2018,620761220,,,,62458,69509,,,54084,,,,41824,88521,21786,26451,23299,37793,,34803,29329,52402,,41848,28856
2018,627124510,546,5422,12706,686,1138,1474,2329,4636,10250,11520,23550,4096,7911,518,559,755,1372,2757,2298,,5753,3145,5631,1679
2018,627124520,,4467,15735,704,1246,1656,2368,4815,,,36887,4622,8825,583,721,998,1820,,,1700,8060,,,2021
2018,627124610,1191,5652,21702,1315,2177,2361,3868,10939,15301,36028,64548,6126,12906,991,1707,1369,2883,4742,3588,2148,8683,,12924,1773
2018,627137210,2094,8822,29597,2726,4073,3855,6817,11149,13280,24986,89401,9156,18974,2030,2892,2434,4405,,5030,6695,10738,5191,20857,3987
2018,627137220,,,34325,2954,4740,3095,8566,14371,24175,,,9608,24238,2319,3485,2560,4866,,6589,7056,11053,,23574,5471
2018,627219110,12313,20089,63883,16870,36102,21956,46475,36472,70305,59171,65125,21633,64316,16095,25825,19989,40209,34617,37231,,29198,19450,,22331
2018,627219120,,36115,88707,26722,48931,31736,68885,,93416,61026,66406,28850,67060,16398,30926,21029,46018,,,,,,74424,
2018,627224510,7175,33784,33764,8727,11317,10708,15811,23795,33695,53484,96026,20236,38300,7437,8856,8914,14237,11176,12379,,23799,25016,22481,9585
2018,627224610,8778,34880,60892,12445,18787,13630,25204,21228,67275,,,24993,58471,10849,16434,12015,23937,,44899,20084,19389,,34016,
2018,627237210,15797,37879,65580,20684,19974,23266,32330,66587,77490,,,30332,81380,16874,26144,23403,39482,61446,32325,,30919,39108,75125,36591
2018,627246610,30615,,,28317,31541,41500,90283,,,,,66424,,27900,60542,31034,75480,,,,,,,
2018,627261210,8902,92526,,29095,26390,43325,53405,25876,,56362,,21100,57412,9024,14004,10797,18398,30741,23981,,15652,17475,34687,6673
2018,627261220,,,,31290,29431,44698,56096,,,88465,,23040,65167,10763,15851,11775,21460,,,,,,,
2018,627262610,32970,,,64084,72722,,,,,,,82877,97381,47671,50800,53242,83435,,,,,,,94700
2018,627424510,2575,26126,21923,5356,4862,7932,6049,,25665,49361,,15338,23082,3422,2998,5239,5718,,,,12311,,23182,6983
2018,627424610,4597,,40828,7299,6186,8649,9477,35484,49650,,,15352,32880,6263,5872,7764,8934,,6727,10747,21757,,,8938
2018,627429310,6977,40632,42890,13386,13592,14164,14860,,89778,82999,61466,32313,39317,7679,10481,10204,12691,22383,,,59863,,33987,13735
2018,627437210,11000,37225,45354,11917,11883,15609,19153,18703,64107,,,37799,51876,11655,11512,14391,19707,,24101,44110,25059,,41518,15642
2018,627461210,6067,45358,46263,14491,11468,17411,32575,,35264,,,24191,27177,6567,5524,8253,10496,15185,9277,,18219,12429,20116,12300
2018,627484210,18384,,,38456,61638,94511,68129,,,,,68636,87908,56344,59043,66894,79675,,,,67262,,91387,
2018,627819110,14091,35716,54677,18414,29815,28260,39687,38385,40462,44766,58142,32616,40022,14869,20439,17110,37865,26797,23703,,35718,40531,27041,18961
2018,627824510,4798,24632,14058,6463,8145,8843,11907,,,91638,54005,19946,23581,7294,6296,9245,8438,,10206,,17635,,,9681
2018,627824520,,,30326,10255,9230,17617,13988,38682,27302,,62588,21374,27643,7531,8029,8947,10117,,,16911,,,28753,
2018,627829310,14097,41209,61790,13926,29240,20251,48794,,,26973,71397,35523,46605,13739,20484,16382,31627,,,,23778,,,
2018,627850710,12547,36251,49208,25904,13855,31062,24797,,,68145,,29476,58077,21170,14512,22077,31693,,,,,,,26084
2018,627861210,8710,57236,55822,18959,15890,26883,27843,34047,53842,94936,,30761,37351,9645,10128,10925,13368,23486,10952,,18277,16231,22517,10357
2018,627862510,13016,,,22293,30020,40277,60548,,,,,43154,60131,13969,13063,23041,25110,,,,,,,17723
2018,627862610,16146,,,38666,29537,,,,,,,62124,73699,27883,37012,41992,55130,,,,,,,
2018,628124510,9108,52980,39806,9226,11313,12197,16544,35476,52018,,,29526,48882,12031,12519,15682,19392,,34547,,25795,,16586,13570
2018,628124520,,45364,42456,15324,14960,16256,20016,,,,69722,34800,53096,13758,14381,17939,21406,,,32961,31915,16721,22931,14246
2018,628137210,25199,,74242,31378,30844,37670,49021,,,,,83508,81281,30134,33411,40990,58454,51193,77697,,74353,,67500,34985
2018,628161210,12748,80222,49727,42780,25794,73896,65036,36042,49254,,,47012,40776,19086,16342,21891,27169,,49092,23142,38853,56972,58862,21876
2018,628419110,18126,63404,48573,26838,34310,40860,50178,,,,,63776,67152,25641,35358,32359,54453,,45999,36504,,,87574,46030
2018,628424510,9536,,49930,15774,21820,29246,25746,71256,49518,,,40667,46973,15268,25151,23275,32604,,,,33799,,,24435
