Code,Name,Branch No.,Branch Name,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS,Year
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678624510,Computer Engineering,19244,67517,110442,13253,13416,8489,39385,104332,-41655,127865,117395,37999,98561,17714,25075,22874,38549,87261,52744,41398,22909,62395,82854,33564,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678637210,Electronics and Telecommunication Engg,54786,259603,490722,24849,95825,110016,184073,232486,230876,473850,469434,192645,460837,92730,85961,121276,148710,186470,175831,165865,211886,240720,343410,30640,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678660210,Automobile Engineering,31986,95736,180463,47580,75159,45241,66665,85016,65646,146889,181115,83524,68738,32929,58221,42767,76130,105580,63316,60426,51924,88804,138911,54300,2019
6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune",678661210,Mechanical Engineering,37473,216417,427821,105079,80442,108411,158789,206099,205408,373863,388369,88791,355363,79816,89047,105617,122055,155272,97982,83272,177206,212770,289844,43366,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678719110,Civil Engineering,43645,152289,294937,67213,45780,50190,109215,137688,138259,272903,322099,64305,285996,54472,78471,65180,85142,110853,93397,91913,123681,143806,201716,112758,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678724510,Computer Engineering,31524,62897,173538,51424,44180,64373,85523,79901,48411,179984,163192,72715,89900,28838,31774,28473,39240,81996,58908,57666,72086,104255,97053,70840,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678760210,Automobile Engineering,42134,108747,203043,35450,51888,47257,71983,98440,56647,205330,140909,98185,206051,33577,60302,49098,94438,75839,67489,66485,83995,100813,137275,43297,2019
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",678761210,Mechanical Engineering,50962,292232,554358,123714,128896,151489,215207,266320,324489,524919,541472,203607,519305,112968,90794,141071,181471,213171,208689,182514,246484,269711,397240,116161,2019
6808,"Keystone School of Engineering, Pune ",680824510,Computer Engineering,28239,118489,213532,43198,8321,52979,45900,102146,-74975,232180,211415,65854,127560,38116,30154,57806,59379,75412,119303,75031,93724,106739,118306,63345,2019
6808,"Keystone School of Engineering, Pune ",680837210,Electronics and Telecommunication Engg,60216,256297,555490,66675,30359,129373,194783,232830,261244,456373,467587,190916,386324,95723,52407,104239,103789,186888,177132,165133,237466,239468,344368,79206,2019
6808,"Keystone School of Engineering, Pune ",680861210,Mechanical Engineering,52377,255384,486761,59396,65634,133868,189651,233819,294316,454933,528396,169683,49097,100066,59370,112942,97016,187210,152113,157196,215962,236768,348867,118082,2019
